SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,12:03:44,2022-08-12,gsw light adap,Shane,,rhov,004,002,0.292635,2.916652,0.265952,4.868969,1.425731,1.287998,3.238767,1.813036,12.706728,14.065526,31.952005,0.441786,PSF-00338_20220812120344,0.000000,0.000000,0.000000,15.634060,33.966526,0.539722,0.5,0.80,32.722538,54.42,49.16,21.79,25.31,101.36,156.1,155.1,0.6,152,4.069,12:01:03,2022-08-12,6.65,0.001,0.003,0.010,0.351,-2.436,-4.477,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,23.740768,25,-9.708332,21.626831,24.245615,-2.618784,2.496976,2.500147,1.650697,0.830044,0.310060,0.040932,0.087785,0.244025,15.634060,0.000371,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220812120344,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
10,12:03:59,2022-08-12,gsw light adap,Shane,,rhov,004,003,0.225977,2.916325,0.209726,4.433431,1.422000,1.296556,3.512496,2.090497,12.791690,14.029305,34.653931,0.441786,PSF-00338_20220812120359,0.000000,0.000000,0.000000,65.275314,85.320328,0.234938,0.5,0.80,148.980576,53.89,49.14,21.91,26.68,101.36,156.0,155.2,0.5,1585,4.015,12:01:03,2022-08-12,6.65,-0.001,0.001,-9999.000,-0.549,0.111,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,84.414124,25,-0.801463,84.400894,84.517830,-0.116936,2.496912,2.499380,1.650355,0.830252,0.308623,0.055429,0.089496,1.539197,65.275314,0.000373,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220812120359,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
11,12:04:21,2022-08-12,gsw light adap,Shane,,rhov,005,001,0.753420,2.913770,0.598631,9.575690,1.570743,1.299667,3.154249,1.583506,12.822725,15.497209,31.120344,0.441786,PSF-00338_20220812120421,0.000000,0.000000,0.000000,84.110138,126.535591,0.335285,0.5,0.80,138.043167,58.87,48.71,22.09,24.87,101.36,155.7,154.5,0.8,1029,4.069,12:01:03,2022-08-12,6.65,-0.001,0.001,0.011,0.301,0.332,0.021,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,122.963547,25,-3.376730,122.633102,123.154488,-0.521385,2.496269,2.506234,1.647692,0.828905,0.306394,0.032580,0.092156,1.036918,84.110138,0.000361,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220812120421,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
12,12:04:36,2022-08-12,gsw light adap,Shane,,rhov,006,001,0.397851,2.916938,0.350100,6.518116,1.483822,1.299593,3.326159,1.842337,12.821524,14.639087,32.815216,0.441786,PSF-00338_20220812120436,0.000000,0.000000,0.000000,90.162277,118.828392,0.241240,0.5,0.80,14.457194,55.21,48.35,22.21,25.76,101.36,156.1,154.3,1.2,150,4.068,12:01:03,2022-08-12,6.65,0.002,0.003,0.013,-0.267,-0.215,0.465,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,116.204384,25,-2.513045,115.735886,116.312088,-0.576202,2.495728,2.501127,1.650996,0.828583,0.304908,0.041402,0.093972,0.242445,90.162277,0.000365,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220812120436,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
13,12:04:54,2022-08-12,gsw light adap,Shane,,rhov,006,002,0.282322,2.916062,0.257401,4.193093,1.421846,1.303181,3.036644,1.614797,12.857369,14.028136,29.959953,0.441786,PSF-00338_20220812120454,0.000000,0.000000,0.000000,99.438789,178.072586,0.441583,0.5,0.80,27.718159,52.49,48.11,22.34,24.23,101.36,156.0,153.8,1.4,157,4.068,12:01:03,2022-08-12,6.65,0.002,0.004,0.018,-6.226,-1.561,-13.644,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,172.180298,25,-5.754186,171.501511,172.310944,-0.809433,2.495349,2.497293,1.650080,0.827706,0.303342,0.022631,0.096092,0.248861,99.438789,0.000373,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220812120454,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
14,12:05:09,2022-08-12,gsw light adap,Shane,,rhov,006,003,0.343467,2.914370,0.307256,5.754919,1.500760,1.337800,3.353801,1.853041,13.198300,14.806017,33.087521,0.441786,PSF-00338_20220812120509,0.000000,0.000000,0.000000,107.158188,152.337372,0.296573,0.5,0.80,234.334564,55.05,49.07,22.44,25.90,101.36,155.8,154.7,0.7,1975,4.067,12:01:03,2022-08-12,6.65,0.004,0.005,0.012,0.921,2.313,5.744,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,147.236115,25,-5.072525,146.030899,147.258270,-1.227371,2.496662,2.500836,1.648316,0.829250,0.302060,0.040386,0.097925,1.891535,107.158188,0.000371,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220812120509,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
15,12:05:31,2022-08-12,gsw light adap,Shane,,rhov,008,001,0.333696,2.916505,0.299436,5.646923,1.520423,1.360827,3.385608,1.865185,13.426080,15.000671,33.402805,0.441786,PSF-00338_20220812120531,0.000000,0.000000,0.000000,67.608833,78.005524,0.133281,0.5,0.80,107.806786,55.22,49.43,22.61,26.06,101.36,156.1,151.3,3.1,2022,4.066,12:01:03,2022-08-12,6.65,-0.001,0.001,0.011,-0.138,-0.240,-0.254,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,77.597023,25,-0.312041,77.295898,77.693077,-0.397179,2.497112,2.501034,1.650543,0.823125,0.300111,0.040408,0.100469,1.933823,67.608833,0.000360,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220812120531,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
16,12:05:49,2022-08-12,gsw light adap,Shane,,rhov,009,001,0.366190,2.916794,0.325345,6.858557,1.551574,1.357839,3.633612,2.082038,13.396636,15.308049,35.849728,0.441786,PSF-00338_20220812120549,0.000000,0.000000,0.000000,70.709465,94.020737,0.247938,0.5,0.80,125.095665,55.87,48.90,22.75,27.26,101.36,156.1,151.8,2.8,1261,4.022,12:01:03,2022-08-12,6.65,0.001,0.003,0.014,0.114,0.188,0.715,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,91.605309,25,-2.355167,91.065643,91.662521,-0.596878,2.496333,2.501894,1.650845,0.824030,0.298416,0.052717,0.102536,1.246554,70.709465,0.000367,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220812120549,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
17,12:06:06,2022-08-12,gsw light adap,Shane,,rhov,009,002,0.347053,2.916498,0.310146,5.636248,1.547852,1.388590,3.345455,1.797603,13.699117,15.270310,33.004528,0.441786,PSF-00338_20220812120606,0.000000,0.000000,0.000000,54.856537,97.640984,0.438181,0.5,0.80,194.980988,55.23,49.55,22.90,25.86,101.36,156.1,155.1,0.6,1112,4.066,12:01:03,2022-08-12,6.65,0.000,-0.001,0.025,-1.145,-1.379,0.769,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,94.298958,25,-3.412950,98.267197,94.223610,4.043587,2.497194,2.500956,1.650536,0.830062,0.296610,0.034814,0.104544,1.112029,54.856537,0.000376,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220812120606,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
18,12:06:20,2022-08-12,gsw light adap,Shane,,rhov,009,003,0.186163,2.915130,0.174988,4.095892,1.517193,1.401293,3.827311,2.310118,13.823953,14.967328,37.756973,0.441786,PSF-00338_20220812120620,0.000000,0.000000,0.000000,77.612045,109.134300,0.288839,0.5,0.80,211.266846,53.77,49.66,23.01,28.15,101.37,155.9,155.1,0.5,1829,4.065,12:01:03,2022-08-12,6.65,0.001,0.003,-9999.000,0.371,0.777,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,104.601860,25,-4.703834,103.036880,104.424370,-1.387489,2.497325,2.498897,1.649107,0.829976,0.295294,0.060172,0.106045,1.758954,77.612045,0.000371,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220812120620,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
19,12:07:49,2022-08-12,gsw light adap,Shane,,rhov,010,001,0.652975,2.914268,0.533450,9.386960,1.621544,1.356030,3.361371,1.739826,13.377863,15.997279,33.161469,0.441786,PSF-00338_20220812120749,0.000000,0.000000,0.000000,96.868156,139.695160,0.306575,0.5,0.80,237.256683,55.03,46.02,23.73,25.94,101.36,155.8,155.2,0.4,1935,4.063,12:01:03,2022-08-12,6.65,0.001,0.003,0.013,-0.617,0.465,-0.476,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,139.695160,25,29.380156,171.855927,169.113388,2.742538,2.492021,2.500433,1.648210,0.830152,0.286913,0.026406,0.116518,1.854847,96.868156,0.000374,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220812120749,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
20,12:08:15,2022-08-12,gsw light adap,Shane,,rhov,010,002,0.430958,2.918595,0.375510,6.435906,1.563310,1.381782,3.259249,1.695939,13.632049,15.422921,32.154308,0.441786,PSF-00338_20220812120815,0.000000,0.000000,0.000000,103.795052,197.880188,0.475465,0.5,0.80,26.255436,52.50,46.40,23.91,25.42,101.36,156.3,155.4,0.6,138,4.063,12:01:03,2022-08-12,6.65,0.000,0.001,0.013,-0.378,0.300,1.544,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,182.874802,25,-15.401457,179.139740,182.458771,-3.319031,2.492508,2.496857,1.652734,0.830571,0.284910,0.018515,0.119384,0.231812,103.795052,0.000379,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220812120815,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
21,12:08:44,2022-08-12,gsw light adap,Shane,,rhov,010,003,0.437079,2.914425,0.380078,4.926409,1.547707,1.408298,2.832945,1.285238,13.895661,15.271214,27.952652,0.441786,PSF-00338_20220812120844,0.000000,0.000000,0.000000,95.224854,274.196289,0.652713,0.5,0.80,30.714661,51.47,46.84,24.07,23.08,101.35,155.8,145.4,6.7,118,4.061,12:01:03,2022-08-12,6.65,0.003,-0.005,0.002,0.286,1.161,0.224,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,259.392487,25,-15.832371,256.246796,258.343414,-2.096619,2.493077,2.495383,1.648373,0.812775,0.283095,-0.009426,0.122615,0.213375,95.224854,0.000379,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220812120844,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
22,12:09:05,2022-08-12,gsw light adap,Shane,,rhov,011,001,0.253854,2.916948,0.233531,5.203835,1.566231,1.419299,3.765066,2.198835,14.005042,15.454908,37.152081,0.441786,PSF-00338_20220812120905,0.000000,0.000000,0.000000,105.638626,135.053864,0.217804,0.5,0.80,23.401968,51.73,46.88,24.18,27.86,101.34,156.1,152.5,2.3,269,4.062,12:01:03,2022-08-12,6.65,0.002,0.003,0.012,-1.401,-3.129,-8.402,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,132.472153,25,-2.659779,131.567352,132.390640,-0.823288,2.493101,2.495710,1.651006,0.825356,0.281794,0.043609,0.124923,0.349754,105.638626,0.000370,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220812120905,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
23,12:09:24,2022-08-12,gsw light adap,Shane,,rhov,011,002,0.195683,2.914274,0.183371,3.583866,1.503365,1.401899,3.435717,1.932352,13.833690,14.834939,33.903042,0.441786,PSF-00338_20220812120924,0.000000,0.000000,0.000000,95.129372,142.652359,0.333138,0.5,0.80,82.105148,49.29,45.97,24.30,26.31,101.34,155.8,133.7,14.2,616,4.062,12:01:03,2022-08-12,6.65,0.003,0.004,0.005,-0.539,-2.841,-10.892,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,138.285400,25,-4.773486,136.582367,137.872681,-1.290314,2.491789,2.492247,1.648216,0.792499,0.280427,0.024191,0.127053,0.663700,95.129372,0.000368,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220812120924,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
24,12:09:42,2022-08-12,gsw light adap,Shane,,rhov,011,003,0.277669,2.914546,0.253516,5.707198,1.558207,1.396736,3.779664,2.221457,13.781723,15.374967,37.294281,0.441786,PSF-00338_20220812120942,0.000000,0.000000,0.000000,91.766235,121.277374,0.243336,0.5,0.80,183.135529,50.78,45.51,24.41,27.93,101.35,155.8,154.7,0.7,1882,4.061,12:01:03,2022-08-12,6.65,0.000,0.003,0.010,-0.587,-0.749,-2.675,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,118.521095,25,-2.739646,117.746117,118.534180,-0.788063,2.491125,2.494308,1.648499,0.829307,0.279270,0.041826,0.128960,1.806763,91.766235,0.000368,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220812120942,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
25,12:09:59,2022-08-12,gsw light adap,Shane,,rhov,013,001,0.142762,2.915481,0.136097,3.067284,1.501945,1.415181,3.727077,2.225132,13.963991,14.820120,36.776131,0.441786,PSF-00338_20220812120959,0.000000,0.000000,0.000000,98.168854,120.448822,0.184975,0.5,0.80,150.212036,48.65,45.84,24.51,27.69,101.35,155.9,154.7,0.8,2030,4.057,12:01:03,2022-08-12,6.65,0.002,0.002,0.016,-0.327,-0.661,-2.166,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,119.185570,25,-1.183156,118.958115,119.264130,-0.306015,2.491556,2.491284,1.649473,0.829295,0.278163,0.037896,0.130793,1.941057,98.168854,0.000369,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220812120959,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
